postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3241,2565,35,746,1364.5,6,7,27/06/2022,2022-06-28
3242,828,7,207,845.4,0,6,27/06/2022,2022-06-28
3243,357,1,93,280.1,0,5,27/06/2022,2022-06-28
3249,3204,21,631,655.4,4,6,27/06/2022,2022-06-28
3250,12250,54,3248,440.8,11,5,27/06/2022,2022-06-28
3251,522,0,108,0,0,0,27/06/2022,2022-06-28
3254,307,3,104,977.2,0,6,27/06/2022,2022-06-28
3260,4768,47,1002,985.7,9,6,27/06/2022,2022-06-28
3264,2289,12,560,524.2,2,6,27/06/2022,2022-06-28
3265,2614,17,593,650.3,4,6,27/06/2022,2022-06-28
3266,3071,20,709,651.3,5,6,27/06/2022,2022-06-28
3267,245,0,41,0,0,0,27/06/2022,2022-06-28
3268,2601,9,551,346,0,5,27/06/2022,2022-06-28
3269,729,2,144,274.3,1,5,27/06/2022,2022-06-28
3270,251,0,63,0,0,0,27/06/2022,2022-06-28
3271,193,2,25,1036.3,0,7,27/06/2022,2022-06-28
3272,1533,5,301,326.2,3,5,27/06/2022,2022-06-28
3273,146,1,22,684.9,0,6,27/06/2022,2022-06-28
3274,242,0,42,0,0,0,27/06/2022,2022-06-28
3275,426,1,143,234.7,0,5,27/06/2022,2022-06-28
3276,479,4,110,835.1,0,6,27/06/2022,2022-06-28
3277,1922,12,453,624.3,1,6,27/06/2022,2022-06-28
3278,315,0,89,0,0,0,27/06/2022,2022-06-28
3279,291,1,72,343.6,1,5,27/06/2022,2022-06-28
3280,31568,194,9704,614.5,36,6,27/06/2022,2022-06-28
3281,1702,31,533,1821.4,10,7,27/06/2022,2022-06-28
3282,2363,14,729,592.5,4,6,27/06/2022,2022-06-28
3283,1361,14,339,1028.7,2,7,27/06/2022,2022-06-28
3284,3437,16,969,465.5,6,5,27/06/2022,2022-06-28
3285,1210,8,308,661.2,4,6,27/06/2022,2022-06-28
3286,564,1,95,177.3,0,4,27/06/2022,2022-06-28
3287,436,2,84,458.7,0,5,27/06/2022,2022-06-28
3289,757,0,143,0,0,0,27/06/2022,2022-06-28
3292,187,0,19,0,0,0,27/06/2022,2022-06-28
3293,302,6,53,1986.8,2,7,27/06/2022,2022-06-28
3294,954,8,242,838.6,5,6,27/06/2022,2022-06-28
3300,10087,70,2729,694,16,6,27/06/2022,2022-06-28
3301,1212,4,280,330,0,5,27/06/2022,2022-06-28
3302,371,0,75,0,0,0,27/06/2022,2022-06-28
3303,338,0,50,0,0,0,27/06/2022,2022-06-28
3304,2725,8,498,293.6,2,5,27/06/2022,2022-06-28
3305,12815,111,3255,866.2,21,6,27/06/2022,2022-06-28
3309,126,0,23,0,0,0,27/06/2022,2022-06-28
3310,272,1,36,367.6,0,5,27/06/2022,2022-06-28
3311,1696,4,385,235.8,0,5,27/06/2022,2022-06-28
3312,1033,1,127,96.8,0,3,27/06/2022,2022-06-28
3314,525,2,140,381,0,5,27/06/2022,2022-06-28
3315,1629,2,318,122.8,2,4,27/06/2022,2022-06-28
3317,197,0,45,0,0,0,27/06/2022,2022-06-28
3318,1265,2,208,158.1,0,4,27/06/2022,2022-06-28
3319,345,0,55,0,0,0,27/06/2022,2022-06-28
3321,1519,14,515,921.7,5,6,27/06/2022,2022-06-28
3322,176,4,39,2272.7,1,7,27/06/2022,2022-06-28
3323,88,0,15,0,0,0,27/06/2022,2022-06-28
3324,531,0,87,0,0,0,27/06/2022,2022-06-28
3325,480,5,75,1041.7,1,7,27/06/2022,2022-06-28
3328,1720,26,677,1511.6,3,7,27/06/2022,2022-06-28
3329,284,1,59,352.1,0,5,27/06/2022,2022-06-28
3330,222,1,42,450.5,0,5,27/06/2022,2022-06-28
3331,5996,70,2238,1167.4,11,7,27/06/2022,2022-06-28
3332,1013,7,319,691,1,6,27/06/2022,2022-06-28
3333,827,3,178,362.8,0,5,27/06/2022,2022-06-28
3334,566,9,114,1590.1,2,7,27/06/2022,2022-06-28
3335,5859,59,4084,1007,11,7,27/06/2022,2022-06-28
3336,0,0,0,0,0,0,27/06/2022,2022-06-28
3337,36455,183,13668,502,30,6,27/06/2022,2022-06-28
3338,23419,165,13140,704.6,27,6,27/06/2022,2022-06-28
3340,21123,119,8003,563.4,20,6,27/06/2022,2022-06-28
3341,1666,10,449,600.2,1,6,27/06/2022,2022-06-28
3342,3440,19,1051,552.3,3,6,27/06/2022,2022-06-28
3345,1151,3,358,260.6,1,5,27/06/2022,2022-06-28
3350,59147,495,21533,836.9,90,6,27/06/2022,2022-06-28
3351,8169,63,2441,771.2,10,6,27/06/2022,2022-06-28
3352,16000,110,5533,687.5,20,6,27/06/2022,2022-06-28
3355,13016,56,3555,430.2,12,5,27/06/2022,2022-06-28
3356,16322,113,4980,692.3,26,6,27/06/2022,2022-06-28
3357,3714,29,1224,780.8,2,6,27/06/2022,2022-06-28
3360,765,4,168,522.9,0,6,27/06/2022,2022-06-28
3361,680,2,144,294.1,2,5,27/06/2022,2022-06-28
3363,3476,28,862,805.5,6,6,27/06/2022,2022-06-28
3364,2149,4,509,186.1,0,4,27/06/2022,2022-06-28
3370,1782,16,404,897.9,3,6,27/06/2022,2022-06-28
3371,990,6,185,606.1,1,6,27/06/2022,2022-06-28
3373,2291,4,649,174.6,0,4,27/06/2022,2022-06-28
3374,399,2,90,501.3,1,6,27/06/2022,2022-06-28
3375,206,2,81,970.9,1,6,27/06/2022,2022-06-28
3377,9414,27,2293,286.8,3,5,27/06/2022,2022-06-28
3378,149,0,25,0,0,0,27/06/2022,2022-06-28
3379,801,0,108,0,0,0,27/06/2022,2022-06-28
3380,6033,20,1624,331.5,4,5,27/06/2022,2022-06-28
3381,1211,9,322,743.2,3,6,27/06/2022,2022-06-28
3384,547,2,142,365.6,1,5,27/06/2022,2022-06-28
3385,517,2,98,386.8,1,5,27/06/2022,2022-06-28
3387,315,0,53,0,0,0,27/06/2022,2022-06-28
3388,562,4,103,711.7,0,6,27/06/2022,2022-06-28
3390,914,1,188,109.4,0,4,27/06/2022,2022-06-28
3391,172,2,16,1162.8,0,7,27/06/2022,2022-06-28
3392,581,2,113,344.2,1,5,27/06/2022,2022-06-28
3393,2684,15,615,558.9,6,6,27/06/2022,2022-06-28
3395,361,0,64,0,0,0,27/06/2022,2022-06-28
3396,738,11,105,1490.5,2,7,27/06/2022,2022-06-28
3400,14541,104,4294,715.2,10,6,27/06/2022,2022-06-28
3401,4418,35,1160,792.2,14,6,27/06/2022,2022-06-28
3407,422,2,104,473.9,1,5,27/06/2022,2022-06-28
3409,937,7,185,747.1,0,6,27/06/2022,2022-06-28
3412,299,1,52,334.4,1,5,27/06/2022,2022-06-28
3413,220,0,22,0,0,0,27/06/2022,2022-06-28
3414,1824,11,315,603.1,2,6,27/06/2022,2022-06-28
3415,40,2,12,5000,1,7,27/06/2022,2022-06-28
3418,2771,10,776,360.9,1,5,27/06/2022,2022-06-28
3419,806,13,143,1612.9,2,7,27/06/2022,2022-06-28
3420,277,4,43,1444,0,7,27/06/2022,2022-06-28
3423,480,2,79,416.7,1,5,27/06/2022,2022-06-28
3424,769,3,158,390.1,0,5,27/06/2022,2022-06-28
3427,2761,37,2057,1340.1,3,7,27/06/2022,2022-06-28
3428,680,6,202,882.4,0,6,27/06/2022,2022-06-28
3429,36296,298,12434,821,54,6,27/06/2022,2022-06-28
3430,322,0,61,0,0,0,27/06/2022,2022-06-28
3431,3945,21,1274,532.3,4,6,27/06/2022,2022-06-28
3432,196,0,30,0,0,0,27/06/2022,2022-06-28
3433,216,0,66,0,0,0,27/06/2022,2022-06-28
3434,5070,24,1663,473.4,5,5,27/06/2022,2022-06-28
3435,2878,28,834,972.9,5,6,27/06/2022,2022-06-28
3437,10445,82,3479,785.1,19,6,27/06/2022,2022-06-28
3438,2386,19,840,796.3,2,6,27/06/2022,2022-06-28
3440,2040,5,570,245.1,2,5,27/06/2022,2022-06-28
3441,1337,2,383,149.6,0,4,27/06/2022,2022-06-28
3442,7463,60,2441,804,14,6,27/06/2022,2022-06-28
3444,9197,73,2635,793.7,13,6,27/06/2022,2022-06-28
3446,1028,14,274,1361.9,2,7,27/06/2022,2022-06-28
3447,448,1,103,223.2,0,5,27/06/2022,2022-06-28
3448,878,8,193,911.2,1,6,27/06/2022,2022-06-28
3450,6838,56,1848,819,8,6,27/06/2022,2022-06-28
3451,5654,47,1510,831.3,6,6,27/06/2022,2022-06-28
3453,1725,12,491,695.7,0,6,27/06/2022,2022-06-28
3458,1947,18,544,924.5,3,6,27/06/2022,2022-06-28
3460,2566,12,614,467.7,3,5,27/06/2022,2022-06-28
3461,4150,39,1003,939.8,7,6,27/06/2022,2022-06-28
3462,1173,8,291,682,0,6,27/06/2022,2022-06-28
3463,2454,16,477,652,4,6,27/06/2022,2022-06-28
3464,1118,4,319,357.8,2,5,27/06/2022,2022-06-28
3465,9770,53,2338,542.5,6,6,27/06/2022,2022-06-28
3467,1196,11,249,919.7,1,6,27/06/2022,2022-06-28
3468,284,3,39,1056.3,2,7,27/06/2022,2022-06-28
3469,278,0,0,0,0,0,27/06/2022,2022-06-28
3472,1482,3,248,202.4,0,5,27/06/2022,2022-06-28
3475,348,1,58,287.4,1,5,27/06/2022,2022-06-28
3477,824,5,142,606.8,2,6,27/06/2022,2022-06-28
3478,2457,18,466,732.6,2,6,27/06/2022,2022-06-28
3480,1862,17,341,913,2,6,27/06/2022,2022-06-28
3482,169,0,23,0,0,0,27/06/2022,2022-06-28
3483,888,5,149,563.1,0,6,27/06/2022,2022-06-28
3485,302,1,39,331.1,1,5,27/06/2022,2022-06-28
3487,96,0,14,0,0,0,27/06/2022,2022-06-28
3488,110,0,17,0,0,0,27/06/2022,2022-06-28
3489,53,0,10,0,0,0,27/06/2022,2022-06-28
3490,1290,6,180,465.1,1,5,27/06/2022,2022-06-28
3491,133,0,14,0,0,0,27/06/2022,2022-06-28
3494,661,6,123,907.7,1,6,27/06/2022,2022-06-28
3496,6224,33,1628,530.2,2,6,27/06/2022,2022-06-28
3498,5324,39,1592,732.5,9,6,27/06/2022,2022-06-28
3500,32738,174,10603,531.5,17,6,27/06/2022,2022-06-28
3501,1939,17,666,876.7,7,6,27/06/2022,2022-06-28
3505,4829,19,1240,393.5,4,5,27/06/2022,2022-06-28
3506,37,1,4,2702.7,0,7,27/06/2022,2022-06-28
3507,157,3,21,1910.8,0,7,27/06/2022,2022-06-28
3509,231,0,28,0,0,0,27/06/2022,2022-06-28
3512,371,4,63,1078.2,0,7,27/06/2022,2022-06-28
3515,1940,36,800,1855.7,2,7,27/06/2022,2022-06-28
3516,694,5,163,720.5,1,6,27/06/2022,2022-06-28
3517,1416,5,286,353.1,2,5,27/06/2022,2022-06-28
3518,1307,1,218,76.5,0,3,27/06/2022,2022-06-28
3520,179,0,21,0,0,0,27/06/2022,2022-06-28
3521,660,2,197,303,2,5,27/06/2022,2022-06-28
3522,334,0,63,0,0,0,27/06/2022,2022-06-28
3523,3619,13,721,359.2,5,5,27/06/2022,2022-06-28
3525,1302,6,241,460.8,2,5,27/06/2022,2022-06-28
3527,785,0,114,0,0,0,27/06/2022,2022-06-28
3529,120,0,19,0,0,0,27/06/2022,2022-06-28
3530,125,2,7,1600,1,7,27/06/2022,2022-06-28
3531,191,0,46,0,0,0,27/06/2022,2022-06-28
3533,779,0,98,0,0,0,27/06/2022,2022-06-28
3537,1042,0,194,0,0,0,27/06/2022,2022-06-28
3540,286,1,49,349.7,0,5,27/06/2022,2022-06-28
3542,155,0,26,0,0,0,27/06/2022,2022-06-28
3544,249,4,54,1606.4,2,7,27/06/2022,2022-06-28
3546,403,3,87,744.4,1,6,27/06/2022,2022-06-28
3549,3527,7,1047,198.5,0,4,27/06/2022,2022-06-28
3550,40341,411,12197,1018.8,74,7,27/06/2022,2022-06-28
3551,29564,361,11088,1221.1,80,7,27/06/2022,2022-06-28
3555,19688,190,5692,965.1,33,6,27/06/2022,2022-06-28
3556,13087,130,4040,993.4,24,6,27/06/2022,2022-06-28
3557,785,7,193,891.7,1,6,27/06/2022,2022-06-28
3558,916,2,208,218.3,1,5,27/06/2022,2022-06-28
3559,545,2,76,367,0,5,27/06/2022,2022-06-28
3561,4434,20,955,451.1,3,5,27/06/2022,2022-06-28
3562,278,1,56,359.7,0,5,27/06/2022,2022-06-28
3563,808,3,161,371.3,1,5,27/06/2022,2022-06-28
3564,15944,143,4407,896.9,25,6,27/06/2022,2022-06-28
3565,107,0,33,0,0,0,27/06/2022,2022-06-28
3566,556,3,103,539.6,1,6,27/06/2022,2022-06-28
3567,654,1,98,152.9,0,4,27/06/2022,2022-06-28
3568,2948,9,571,305.3,2,5,27/06/2022,2022-06-28
3570,752,3,131,398.9,0,5,27/06/2022,2022-06-28
3571,319,1,61,313.5,0,5,27/06/2022,2022-06-28
3572,151,4,55,2649,0,7,27/06/2022,2022-06-28
3573,331,1,72,302.1,0,5,27/06/2022,2022-06-28
3575,807,4,147,495.7,0,5,27/06/2022,2022-06-28
3576,72,0,9,0,0,0,27/06/2022,2022-06-28
3579,5362,18,1035,335.7,2,5,27/06/2022,2022-06-28
3580,990,9,184,909.1,0,6,27/06/2022,2022-06-28
3581,163,0,28,0,0,0,27/06/2022,2022-06-28
3583,208,0,35,0,0,0,27/06/2022,2022-06-28
3584,1139,10,290,878,5,6,27/06/2022,2022-06-28
3585,11205,50,3091,446.2,13,5,27/06/2022,2022-06-28
3586,825,4,164,484.8,1,5,27/06/2022,2022-06-28
3588,359,5,85,1392.8,5,7,27/06/2022,2022-06-28
3589,347,0,83,0,0,0,27/06/2022,2022-06-28
3590,335,2,89,597,1,6,27/06/2022,2022-06-28
3591,164,0,34,0,0,0,27/06/2022,2022-06-28
3594,529,2,101,378.1,2,5,27/06/2022,2022-06-28
3595,665,0,138,0,0,0,27/06/2022,2022-06-28
3596,96,0,12,0,0,0,27/06/2022,2022-06-28
3597,413,0,65,0,0,0,27/06/2022,2022-06-28
3599,133,0,43,0,0,0,27/06/2022,2022-06-28
3607,136,0,27,0,0,0,27/06/2022,2022-06-28
3608,2417,12,688,496.5,5,5,27/06/2022,2022-06-28
3610,1714,7,289,408.4,3,5,27/06/2022,2022-06-28
3612,1708,4,293,234.2,0,5,27/06/2022,2022-06-28
3614,882,3,248,340.1,0,5,27/06/2022,2022-06-28
3616,5353,34,1514,635.2,8,6,27/06/2022,2022-06-28
3617,163,3,18,1840.5,0,7,27/06/2022,2022-06-28
3618,675,2,159,296.3,0,5,27/06/2022,2022-06-28
3620,8241,33,2337,400.4,4,5,27/06/2022,2022-06-28
3621,2368,14,623,591.2,4,6,27/06/2022,2022-06-28
3622,456,2,105,438.6,2,5,27/06/2022,2022-06-28
3623,903,3,205,332.2,0,5,27/06/2022,2022-06-28
3624,558,6,127,1075.3,3,7,27/06/2022,2022-06-28
3629,9130,74,2700,810.5,13,6,27/06/2022,2022-06-28
3630,31266,214,9528,684.4,42,6,27/06/2022,2022-06-28
3631,11610,101,4531,869.9,15,6,27/06/2022,2022-06-28
3632,0,0,0,0,0,0,27/06/2022,2022-06-28
3633,604,2,158,331.1,1,5,27/06/2022,2022-06-28
3634,1798,22,472,1223.6,6,7,27/06/2022,2022-06-28
3635,536,2,138,373.1,0,5,27/06/2022,2022-06-28
3636,5241,19,1365,362.5,6,5,27/06/2022,2022-06-28
3637,593,4,153,674.5,0,6,27/06/2022,2022-06-28
3638,2075,12,448,578.3,2,6,27/06/2022,2022-06-28
3639,524,3,76,572.5,2,6,27/06/2022,2022-06-28
3640,1000,6,230,600,4,6,27/06/2022,2022-06-28
3641,1233,2,280,162.2,0,4,27/06/2022,2022-06-28
3644,9229,25,1965,270.9,5,5,27/06/2022,2022-06-28
3646,586,4,154,682.6,0,6,27/06/2022,2022-06-28
3647,40,1,8,2500,0,7,27/06/2022,2022-06-28
3649,431,1,79,232,0,5,27/06/2022,2022-06-28
3658,6221,44,1540,707.3,9,6,27/06/2022,2022-06-28
3659,734,9,197,1226.2,0,7,27/06/2022,2022-06-28
3660,7577,53,2025,699.5,10,6,27/06/2022,2022-06-28
3662,1075,11,373,1023.3,1,7,27/06/2022,2022-06-28
3663,180,3,47,1666.7,2,7,27/06/2022,2022-06-28
3664,1072,0,282,0,0,0,27/06/2022,2022-06-28
3665,357,0,56,0,0,0,27/06/2022,2022-06-28
3666,4700,13,985,276.6,1,5,27/06/2022,2022-06-28
3669,1337,6,273,448.8,0,5,27/06/2022,2022-06-28
3670,571,3,117,525.4,1,6,27/06/2022,2022-06-28
3672,10330,39,2575,377.5,11,5,27/06/2022,2022-06-28
3673,1729,6,357,347,1,5,27/06/2022,2022-06-28
3675,1803,11,451,610.1,1,6,27/06/2022,2022-06-28
3677,18101,107,5512,591.1,16,6,27/06/2022,2022-06-28
3678,6357,31,1638,487.7,5,5,27/06/2022,2022-06-28
3682,616,4,144,649.4,1,6,27/06/2022,2022-06-28
3683,1760,8,414,454.5,0,5,27/06/2022,2022-06-28
3685,2718,18,722,662.3,0,6,27/06/2022,2022-06-28
3687,1098,14,276,1275,4,7,27/06/2022,2022-06-28
3688,1237,2,378,161.7,0,4,27/06/2022,2022-06-28
3690,33522,203,10732,605.6,40,6,27/06/2022,2022-06-28
3691,9704,51,3791,525.6,10,6,27/06/2022,2022-06-28
3694,92,0,25,0,0,0,27/06/2022,2022-06-28
3695,472,1,86,211.9,0,5,27/06/2022,2022-06-28
3697,575,3,111,521.7,0,6,27/06/2022,2022-06-28
3698,862,6,234,696.1,3,6,27/06/2022,2022-06-28
3699,1124,18,300,1601.4,2,7,27/06/2022,2022-06-28
3700,1317,4,318,303.7,2,5,27/06/2022,2022-06-28
3701,1075,2,187,186,0,4,27/06/2022,2022-06-28
3704,20,0,2,0,0,0,27/06/2022,2022-06-28
